Nothing
1, 0, 7, 0, 6, 7, 126, 1, 1, 
2, 0, 7, 0, 6, 7, 126, 1, 1, 
3, 0, 7, 0, 6, 7, 126, 1, 1, 
4, 0, 7, 0, 6, 7, 127, 1, 1, 
5, 0, 7, 0, 6, 7, 126, 1, 1, 
6, 0, 7, 0, 6, 7, 126, 1, 1, 
7, 0, 7, 0, 6, 7, 126, 1, 1, 
8, 0, 7, 0, 6, 7, 126, 1, 1, 
9, 0, 7, 0, 6, 7, 127, 1, 1, 
10, 0, 7, 0, 6, 7, 126, 1, 1, 
11, 0, 7, 0, 6, 7, 126, 1, 1, 
12, 0, 7, 0, 6, 7, 126, 1, 1, 
13, 0, 7, 0, 6, 7, 126, 1, 1, 
14, 0, 8, 0, 6, 7, 127, 1, 1, 
15, 0, 8, 0, 6, 7, 126, 1, 1, 
16, 0, 7, 0, 6, 7, 126, 1, 1, 
17, 0, 7, 0, 6, 7, 127, 1, 1, 
18, 0, 7, 0, 6, 7, 126, 1, 1, 
19, 0, 7, 0, 6, 7, 126, 1, 1, 
20, 0, 7, 0, 6, 7, 127, 1, 1, 
21, 0, 7, 0, 6, 7, 126, 1, 1, 
22, 0, 7, 0, 6, 7, 126, 1, 1, 
23, 0, 7, 0, 6, 7, 127, 1, 1, 
24, 0, 7, 0, 6, 7, 126, 1, 1, 
25, 0, 9, 0, 7, 8, 122, 1, 1, 
26, 1, 7, 0, 6, 7, 126, 1, 1, 
27, 34, 0, 22, 1, 18, 118, 1, 1, 
28, 0, 1, 0, 21, 10, 137, 1, 1, 
29, 23, 0, 4, 8, 0, 122, 1, 1, 
30, 0, 0, 0, 1, 12, 137, 1, 1, 
31, 0, 61, 0, 20, 0, 106, 1, 1, 
32, 0, 26, 0, 0, 1, 122, 1, 1, 
33, 0, 0, 18, 7, 0, 165, 1, 1, 
34, 0, 0, 2, 32, 0, 70, 1, 1, 
35, 371, 0, 0, 27, 0, 121, 1, 1, 
36, 196, 0, 0, 13, 0, 104, 1, 1, 
37, 239, 0, 0, 69, 0, 114, 1, 1, 
38, 113, 0, 0, 23, 4, 136, 1, 1, 
39, 30, 0, 0, 56, 0, 129, 1, 1, 
40, 96, 0, 0, 58, 0, 69, 1, 1, 
41, 32, 0, 0, 62, 0, 116, 1, 1, 
42, 30, 0, 0, 69, 0, 93, 1, 1, 
43, 125, 0, 0, 53, 2, 38, 1, 1, 
44, 172, 0, 0, 68, 1, 16, 1, 1, 
45, 280, 0, 5, 71, 0, 18, 1, 1, 
46, 114, 35, 10, 80, 5, 33, 1, 2, 
47, 166, 11, 0, 74, 7, 2, 1, 2, 
48, 66, 148, 0, 83, 0, 8, 1, 2, 
49, 0, 215, 0, 93, 0, 16, 1, 2, 
50, 0, 305, 0, 81, 1, 36, 1, 2, 
Strange
1, 0, 237, 18, 34, 0, 70, 1, 1, 
2, 0, 375, 17, 29, 0, 102, 1, 1, 
3, 60, 338, 0, 1, 0, 286, 1, 2, 
4, 0, 0, 0, 12, 12, 50, 1, 1, 
5, 53, 17, 6, 8, 0, 120, 1, 1, 
6, 101, 30, 0, 0, 0, 121, 1, 1, 
7, 61, 2, 0, 16, 0, 133, 1, 1, 
8, 171, 54, 0, 6, 0, 109, 1, 1, 
9, 0, 24, 0, 6, 0, 126, 1, 1, 
10, 104, 32, 0, 7, 0, 102, 1, 1, 
11, 298, 92, 0, 2, 6, 132, 1, 1, 
12, 0, 0, 0, 0, 15, 128, 1, 1, 
13, 6, 19, 0, 3, 0, 123, 1, 1, 
14, 2, 9, 0, 2, 0, 127, 1, 1, 
15, 0, 2, 0, 1, 0, 127, 1, 1, 
16, 4, 11, 0, 1, 0, 127, 1, 1, 
17, 0, 8, 0, 1, 0, 127, 1, 1, 
18, 0, 6, 0, 2, 0, 127, 1, 1, 
19, 0, 7, 0, 1, 0, 127, 1, 1, 
20, 0, 8, 0, 2, 0, 126, 1, 1, 
21, 0, 6, 0, 2, 0, 127, 1, 1, 
22, 0, 7, 0, 1, 0, 127, 1, 1, 
23, 1, 6, 0, 2, 0, 127, 1, 1, 
24, 0, 10, 0, 0, 0, 129, 1, 1, 
25, 0, 8, 0, 2, 0, 127, 1, 1, 
26, 0, 7, 0, 1, 0, 127, 1, 1, 
27, 0, 7, 0, 0, 0, 126, 1, 1, 
28, 0, 8, 0, 2, 0, 126, 1, 1, 
29, 0, 7, 0, 2, 0, 127, 1, 1, 
30, 1, 7, 0, 1, 0, 127, 1, 1, 
31, 4, 4, 4, 1, 0, 127, 1, 1, 
32, 6, 8, 0, 0, 0, 126, 1, 1, 
33, 170, 54, 22, 0, 0, 141, 1, 1, 
34, 45, 13, 0, 0, 10, 113, 1, 1, 
35, 0, 0, 0, 1, 10, 118, 1, 1, 
36, 0, 6, 0, 1, 4, 128, 1, 1, 
37, 0, 8, 0, 1, 4, 125, 1, 1, 
38, 0, 6, 0, 1, 4, 125, 1, 1, 
39, 6, 7, 0, 1, 4, 124, 1, 2, 
40, 0, 6, 0, 2, 3, 124, 1, 1, 
41, 0, 9, 0, 1, 3, 130, 1, 1, 
42, 0, 6, 0, 1, 4, 126, 1, 1, 
43, 0, 7, 0, 2, 3, 127, 1, 1, 
44, 1, 7, 0, 1, 3, 126, 1, 2, 
45, 1, 7, 0, 2, 4, 126, 1, 1, 
46, 1, 8, 0, 2, 3, 127, 1, 1, 
47, 0, 7, 0, 1, 3, 127, 1, 2, 
48, 0, 7, 0, 2, 3, 127, 1, 2, 
49, 0, 7, 0, 1, 3, 127, 1, 1, 
50, 0, 7, 0, 1, 3, 127, 1, 1, 
