Nothing
1, 4, 15, 0, 0, 0, 44, 0, 1, 
2, 0, 0, 0, 0, 0, 55, 0, 1, 
3, 0, 0, 0, 0, 0, 50, 0, 1, 
4, 0, 0, 0, 0, 0, 28, 0, 1, 
5, 0, 0, 0, 0, 0, 30, 0, 1, 
6, 0, 0, 0, 0, 0, 28, 0, 0, 
7, 0, 0, 0, 0, 0, 19, 0, 0, 
8, 0, 15, 0, 0, 0, 26, 0, 1, 
9, 50, 42, 0, 0, 1, 39, 0, 0, 
10, 143, 56, 81, 0, 0, 54, 0, 1, 
11, 121, 11, 134, 0, 8, 53, 0, 1, 
12, 42, 0, 171, 0, 6, 46, 0, 1, 
13, 0, 3, 218, 0, 0, 43, 0, 0, 
14, 0, 7, 230, 0, 0, 44, 0, 0, 
15, 0, 2, 225, 0, 0, 42, 0, 0, 
16, 0, 1, 200, 0, 0, 39, 0, 0, 
17, 0, 6, 154, 0, 0, 38, 0, 0, 
18, 0, 8, 43, 0, 0, 36, 0, 0, 
19, 3, 0, 0, 0, 0, 33, 0, 0, 
20, 3, 0, 0, 0, 0, 33, 0, 0, 
21, 57, 26, 0, 0, 0, 30, 0, 0, 
22, 57, 26, 0, 0, 0, 30, 0, 0, 
23, 73, 24, 0, 0, 0, 34, 0, 0, 
24, 101, 16, 0, 0, 0, 38, 0, 0, 
25, 99, 20, 0, 0, 0, 37, 0, 0, 
26, 58, 16, 0, 0, 0, 40, 0, 0, 
27, 76, 0, 0, 0, 0, 41, 0, 0, 
28, 27, 0, 0, 0, 0, 38, 0, 0, 
29, 0, 0, 0, 0, 0, 40, 0, 0, 
30, 0, 0, 0, 0, 1, 35, 0, 0, 
31, 0, 0, 10, 0, 2, 32, 0, 0, 
32, 0, 10, 75, 0, 4, 34, 0, 0, 
33, 0, 0, 147, 0, 0, 31, 0, 0, 
34, 0, 9, 244, 0, 0, 34, 0, 0, 
35, 0, 12, 279, 0, 0, 37, 0, 0, 
36, 0, 13, 273, 0, 0, 40, 0, 0, 
37, 0, 24, 253, 0, 0, 43, 0, 0, 
38, 0, 11, 168, 0, 0, 42, 0, 0, 
39, 0, 0, 79, 0, 0, 41, 0, 0, 
40, 0, 0, 33, 0, 0, 39, 0, 0, 
41, 0, 0, 0, 0, 0, 34, 0, 0, 
42, 52, 0, 0, 0, 0, 26, 0, 0, 
43, 70, 20, 0, 0, 0, 24, 0, 0, 
44, 105, 32, 0, 0, 0, 28, 0, 0, 
45, 114, 27, 0, 0, 0, 28, 0, 0, 
46, 124, 30, 0, 0, 0, 31, 0, 0, 
47, 126, 79, 0, 0, 10, 50, 0, 0, 
48, 57, 0, 0, 0, 8, 38, 0, 1, 
49, 0, 0, 0, 0, 2, 31, 0, 1, 
50, 0, 0, 0, 0, 1, 31, 0, 1, 
Strange
1, 0, 8, 0, 0, 0, 33, 0, 0, 
2, 0, 7, 0, 0, 0, 35, 0, 0, 
3, 5, 0, 0, 0, 0, 32, 0, 0, 
4, 5, 20, 13, 0, 0, 30, 0, 0, 
5, 1, 30, 17, 0, 0, 33, 0, 0, 
6, 9, 25, 20, 0, 0, 35, 0, 0, 
7, 19, 15, 1, 0, 0, 33, 0, 0, 
8, 19, 23, 0, 0, 0, 37, 0, 0, 
9, 29, 23, 4, 0, 0, 38, 0, 0, 
10, 11, 10, 0, 0, 0, 35, 0, 0, 
11, 27, 7, 0, 0, 0, 34, 0, 0, 
12, 21, 0, 0, 0, 0, 30, 0, 0, 
13, 21, 0, 0, 0, 0, 30, 0, 0, 
14, 14, 4, 0, 0, 0, 32, 0, 0, 
15, 11, 3, 0, 0, 0, 32, 0, 0, 
16, 0, 0, 0, 0, 0, 34, 0, 0, 
17, 0, 0, 0, 0, 0, 49, 0, 0, 
18, 262, 0, 0, 0, 0, 61, 1, 1, 
19, 392, 0, 0, 0, 0, 105, 1, 1, 
20, 375, 0, 0, 0, 0, 145, 1, 1, 
21, 427, 0, 0, 0, 0, 158, 1, 1, 
22, 344, 0, 0, 0, 45, 135, 1, 1, 
23, 188, 0, 0, 0, 48, 123, 0, 1, 
24, 195, 0, 0, 0, 32, 74, 0, 1, 
25, 130, 0, 61, 0, 8, 26, 0, 1, 
26, 56, 0, 162, 0, 0, 0, 0, 1, 
27, 60, 72, 180, 0, 0, 0, 0, 0, 
28, 0, 273, 199, 31, 0, 9, 0, 0, 
29, 0, 273, 199, 31, 0, 9, 0, 0, 
