Nothing
1, 0, 42, 2, 0, 0, 88, 1, 1, 
2, 0, 0, 0, 0, 0, 86, 1, 1, 
3, 70, 0, 0, 0, 0, 79, 1, 1, 
4, 107, 0, 0, 0, 0, 73, 1, 1, 
5, 153, 0, 0, 0, 0, 63, 1, 1, 
6, 185, 0, 0, 0, 0, 59, 1, 1, 
7, 173, 0, 0, 0, 0, 50, 1, 1, 
8, 117, 0, 0, 0, 0, 44, 1, 1, 
9, 49, 0, 0, 0, 0, 32, 1, 1, 
10, 51, 0, 0, 0, 0, 33, 1, 1, 
11, 63, 0, 0, 0, 0, 31, 1, 1, 
12, 60, 38, 0, 0, 0, 33, 1, 1, 
13, 64, 77, 0, 0, 0, 37, 1, 1, 
14, 65, 93, 0, 0, 0, 37, 1, 1, 
15, 51, 129, 4, 0, 0, 42, 1, 1, 
16, 20, 168, 90, 0, 0, 48, 1, 1, 
17, 22, 182, 139, 0, 0, 53, 1, 1, 
18, 0, 171, 200, 0, 0, 54, 1, 1, 
19, 3, 164, 207, 0, 0, 56, 1, 1, 
20, 12, 160, 196, 0, 0, 58, 1, 1, 
21, 3, 130, 152, 0, 0, 59, 1, 1, 
22, 0, 67, 72, 0, 0, 60, 1, 1, 
23, 0, 26, 28, 0, 0, 60, 1, 1, 
24, 0, 0, 10, 0, 0, 59, 1, 1, 
25, 0, 0, 3, 0, 0, 58, 1, 1, 
26, 0, 0, 0, 0, 0, 54, 1, 1, 
27, 0, 0, 0, 0, 0, 53, 1, 1, 
28, 6, 0, 0, 0, 0, 49, 1, 1, 
29, 29, 0, 0, 0, 0, 46, 1, 1, 
30, 38, 0, 0, 0, 0, 50, 1, 1, 
31, 48, 0, 0, 0, 0, 52, 1, 1, 
32, 64, 0, 0, 0, 0, 49, 1, 1, 
33, 84, 0, 0, 0, 0, 50, 1, 1, 
34, 70, 0, 0, 0, 0, 50, 1, 1, 
35, 33, 0, 0, 0, 0, 51, 1, 1, 
36, 3, 0, 0, 0, 0, 52, 1, 1, 
